Winner,weight_class,B_avg_KD,B_avg_SUB_ATT,B_avg_TD_att,B_avg_HEAD_landed,B_avg_BODY_landed,B_avg_LEG_landed,B_avg_CTRL_time.seconds.,B_total_title_bouts,B_longest_win_streak,B_losses,B_win_by_KO.TKO,B_win_by_Submission,B_Reach_cms,B_age,B_current_streak,B_win_by_Decision,R_avg_KD,R_avg_SUB_ATT,R_avg_TD_att,R_avg_HEAD_landed,R_avg_BODY_landed,R_avg_LEG_landed,R_avg_CTRL_time.seconds.,R_total_title_bouts,R_longest_win_streak,R_losses,R_win_by_KO.TKO,R_win_by_Submission,R_Reach_cms,R_age,R_current_streak,R_win_by_Decision
Red,Welterweight,0.245239258,0.15625,1.831542969,20.05322266,13.08044434,2.934570313,133.8708496,6,3,5,5,1,187.96,38,1,3,0.00390625,0.004394531,7.610351563,96.00195313,21.43505859,19.66748047,267.5429688,2,7,2,2,2,182.88,32,3,6
Red,WomenStrawweight,0,0.063110352,1.245117188,30.51281738,4.853515625,8.622558594,107.9429932,0,1,8,0,1,160.02,35,-1,5,0.125,0.75,2.75,11.625,3.125,3.375,45.375,0,2,1,0,2,160.02,27,2,1
Red,Middleweight,0.046875,0.5,1.001953125,22.39257813,2.9765625,2.892578125,36.70507813,0,3,5,2,1,187.96,29,-4,2,1.25,0.234375,0.484375,29.375,12.484375,10.765625,67,0,3,2,2,1,205.74,27,-1,2
Red,Lightweight,0.015625,0.1875,7.609375,16.03125,5.71875,1.59375,333.921875,0,3,2,1,0,187.96,37,2,4,0.500244141,0.562744141,3.009033203,51.61694336,24.16040039,20.72412109,161.4758301,0,4,6,1,1,180.34,34,4,5
Red,WomenStrawweight,0.500305176,0.28125,1.273986816,53.52880859,21.34490967,1.542907715,96.00170898,0,3,8,1,0,162.56,35,1,5,0,0.3984375,3.1953125,21.36328125,14.1484375,16.921875,128.890625,0,3,4,0,2,157.48,34,2,3
Red,WomenFlyweight,0,0.625,3.5625,37.5,30.25,19.0625,137.4375,0,3,2,0,0,175.26,31,3,3,0.25,0.0078125,2.515625,28.859375,3.515625,3.09375,353.984375,1,1,5,1,0,175.26,37,-2,2
Red,LightHeavyweight,0.625,0,0,10.75,8.5625,5.625,37.125,0,1,3,2,0,208.28,31,-1,0,0.265687943,0.189349174,2.241091728,37.70349264,9.870986223,9.540050983,84.20179963,1,3,11,4,4,195.58,39,-2,4
Red,Heavyweight,0.25,0,0.25,34.125,18.125,9.625,77.5,0,4,0,2,0,195.58,29,4,2,0.632392883,0.064453125,3.271812439,44.99282074,8.556358337,4.64125061,274.0879364,1,4,7,8,0,203.2,40,1,3
Blue,Middleweight,0.380859375,0.333007813,1.1796875,11.21679688,5.784667969,10.45800781,33.10791016,0,2,4,1,4,190.5,36,2,3,0.078125,0,2.953125,28.203125,3.671875,7.5,81.640625,0,2,4,1,0,187.96,30,-1,2
Blue,LightHeavyweight,0.4375,0.5,4.875,33.125,10.1875,7.9375,134.5625,0,4,1,2,0,198.12,28,4,2,0.053710938,0.376464844,1.983642578,41.71533203,13.43237305,9.740966797,30.75268555,1,3,5,5,2,193.04,32,-1,1
Blue,Welterweight,0.062507629,0.019592285,5.456580639,37.25634861,13.4012742,11.79288244,163.7597384,0,7,6,5,1,203.2,33,1,10,0.024791718,0,0.31758213,47.66159248,12.42742252,3.816061974,44.126441,5,5,8,6,0,187.96,38,3,7
Blue,WomenFlyweight,0,0.78125,0.5625,48.96875,12.03125,7.78125,25.59375,0,1,3,0,0,167.64,27,1,3,0.5,0,0.0625,48.625,10.875,5.875,52.1875,0,2,2,1,0,182.88,30,-1,2
Red,WomenStrawweight,0,0.25,0.5,7.5,2.625,1.875,100.75,0,2,2,0,1,160.02,29,-1,1,0,0.375,1.375,11.625,9.5,5.875,42.5,0,1,3,0,1,170.18,28,1,0
Blue,Bantamweight,0.003982544,0.033341885,6.258011907,25.24565783,7.564017981,8.503085315,120.9462114,9,5,9,4,2,172.72,38,3,10,0.5625,0.092773438,0.652099609,35.67407227,17.30004883,20.65600586,28.14135742,0,4,5,3,3,165.1,33,-1,2
Blue,Heavyweight,0.5,0,0,17.375,4.0625,5.375,2.75,0,4,1,4,0,198.12,32,4,0,0.190672874,0.000976563,0.035003662,7.78600502,4.562706947,2.686710358,4.609265327,5,9,6,10,0,195.58,36,9,5
Blue,Bantamweight,0.110839844,0.692871094,2.003051758,32.95300293,20.04467773,17.31384277,137.2324219,0,5,5,4,4,177.8,27,-1,1,0.5,0.375,0.75,24.75,8.375,3.375,10.75,0,4,0,2,0,182.88,25,4,2
Blue,Bantamweight,0.03125,1,18.03125,41.9375,11.625,12.8125,489.5625,0,4,2,0,0,172.72,29,-2,4,0.786407471,0,2.322753906,27.22973633,8.828521729,3.937255859,70.46932983,3,3,6,5,0,167.64,35,3,4
Red,Heavyweight,0.125244141,0.334960938,2.881103516,91.48742676,5.710449219,6.503417969,186.5019531,9,4,3,3,4,182.88,41,4,4,0.58694458,0,3.600799561,55.64117432,16.28347778,8.101104736,183.9734192,6,6,3,9,0,203.2,37,3,4
Blue,Lightweight,0.0625,0.515625,4.03125,20.8125,10.640625,11.453125,212.984375,0,4,2,1,0,182.88,37,-1,4,1.63E-08,0.706600011,0.692883126,9.000398291,3.886336827,3.916663908,65.58225521,0,7,14,3,10,180.34,36,2,8
Red,Heavyweight,0.004394531,0.809082031,0.977539063,41.92431641,7.206542969,2.874511719,235.8222656,0,2,4,1,6,203.2,43,2,1,0.049072266,0,1.374370575,13.07727051,6.878471375,1.025894165,55.24493408,1,6,5,10,0,200.66,35,2,4
Red,Lightweight,0.33203125,0.005859375,1.58984375,58.6875,6.09375,5.615234375,273.7714844,0,3,3,1,1,175.26,36,1,4,0.519546509,1.500534058,3.172958374,11.55319214,4.812591553,2.448394775,236.2898407,0,5,5,2,5,182.88,31,1,5
Blue,Middleweight,0.003417969,0.317565918,4.668151855,18.25756836,5.941101074,1.438171387,122.5257568,5,9,5,4,3,198.12,36,9,3,0.004394531,0.008300781,3.538574219,32.42822266,8.544921875,5.218261719,149.0756836,0,3,4,2,0,185.42,32,1,6
Blue,WomenFlyweight,0,0,1,41.375,8,13.125,153.625,0,2,2,0,0,162.56,31,-1,2,0.01953125,0.375,3.4453125,33.52734375,15.89257813,43.67382813,139.1914063,0,2,4,1,1,165.1,34,1,4
Blue,Bantamweight,0.25,0,2,28.375,13.25,14.125,138.5,0,2,2,1,0,177.8,26,-1,1,0.3125,0.0078125,3.39453125,15.10546875,10.17578125,6.46484375,83.20703125,0,3,4,0,0,167.64,39,3,5
Red,Welterweight,0.265625,0.515625,0.87109375,21.6171875,10.19921875,5.22265625,127.5429688,0,2,3,2,2,198.12,30,1,2,0.622558594,0.191894531,0.014892578,60.02966309,7.662719727,34.33666992,17.15734863,0,6,3,6,3,190.5,28,-1,1
Red,Middleweight,1.125,0.25,2.875,11.875,2,0.75,85.125,0,4,0,2,1,187.96,22,4,1,0.049102783,0.000183105,8.223358154,35.30368042,15.9208374,5.135284424,129.6242371,0,5,5,6,1,195.58,36,2,4
Blue,Lightweight,0.000488281,1.125488281,3.018066406,36.23388672,28.32080078,13.44824219,137.9516602,0,4,6,1,1,180.34,33,4,4,0.1484375,0.203125,2.40625,25.62890625,18.4375,22.34765625,34.97265625,0,1,6,1,1,180.34,28,-1,1
Red,Welterweight,0.875,0.1640625,2.85546875,18.21484375,2.734375,4.7421875,140.3710938,0,2,5,1,1,190.5,33,-3,2,0.020568848,0.02204895,3.872879028,20.30818176,7.014389038,6.616607666,191.5683441,0,3,7,4,3,193.04,32,-1,3
Red,Middleweight,0.35546875,0,1.30859375,16.62890625,2.1640625,8.87890625,39.72265625,1,4,3,2,0,187.96,27,1,4,0.101928711,0,0.270629883,35.15930176,10.8494873,17.86083984,25.45166016,3,9,3,5,0,185.42,29,2,6
Red,LightHeavyweight,0.316894531,0.031738281,0.000488281,12.33642578,1.630859375,0.3359375,2.372558594,0,2,6,4,0,190.5,44,2,2,0.447593689,0.000614166,3.028884888,20.94520378,2.541996002,5.487350464,334.8390808,3,3,10,8,0,193.04,38,-1,2
Red,WomenStrawweight,0.125,0.25,1.125,33.25,24.375,13.625,66.875,0,2,2,0,0,165.1,33,-1,2,0,0.020507813,9.576171875,27.95019531,7.024414063,4.65625,184.0458984,2,3,4,0,1,160.02,32,1,6
Red,LightHeavyweight,0,0.25,3.25,4.625,1.25,0.375,68.75,0,2,2,0,2,177.8,33,2,0,0.25,0.90234375,3.73046875,20.09765625,9.2109375,4.0859375,88.3828125,0,1,5,0,4,193.04,32,1,0
Red,Heavyweight,0.290863037,0.000427246,2.478027344,31.73156738,7.451782227,22.29779053,84.81018066,3,6,6,5,2,200.66,33,1,3,0.049072266,0.582519531,6.860656738,35.98696899,15.76916504,9.650161743,256.1848907,3,6,6,4,3,195.58,42,-1,4
Red,Middleweight,0.261749268,0.000274658,4.262573242,28.83969116,10.01242065,13.78115845,109.2220764,2,5,6,3,2,180.34,28,5,5,0,0.46875,6.0234375,30.2265625,9.359375,12.109375,148.0664063,0,4,3,3,2,195.58,32,1,2
Red,Flyweight,0.37525177,0.000526428,3.081439972,24.97040558,9.903095245,9.293117523,101.5032425,2,6,4,5,1,165.1,35,3,9,0.7109375,0.8671875,1.4609375,19.1640625,5.9375,0.3203125,45.875,0,4,1,4,1,172.72,32,4,2
Red,Bantamweight,0.5,0.125,8.75,45.625,10.625,3.75,442.125,0,3,1,0,1,190.5,28,-1,2,0,1.59375,7.25,37.71875,4.15625,1.09375,326.15625,0,3,2,0,2,180.34,28,3,2
Red,Featherweight,0,0,6.484375,49.015625,13.171875,4.78125,182.046875,0,3,2,0,0,162.56,30,3,5,0.06640625,0,2.12109375,28.11328125,12.1015625,13.8515625,66.8828125,0,5,3,1,0,172.72,31,5,5
Red,Featherweight,0.1875,0.0625,3.5,42.75,14.25,5.4375,123.90625,0,6,1,1,1,180.34,28,-1,4,0.703125,0,0.625,37.15625,10.546875,6.328125,4.359375,0,2,2,4,0,182.88,32,2,1
Red,Flyweight,0.453125,0.015625,0.984375,36.71875,10.3125,3.78125,10.359375,0,1,4,2,0,172.72,30,-1,1,0.000244141,0.159179688,8.525146484,9.500488281,6.543457031,9.646240234,182.503418,1,2,9,0,1,167.64,33,-1,3
Blue,WomenStrawweight,0.6875,0.59765625,1.90625,55.1171875,5.11328125,1.84375,62.81640625,4,3,3,1,3,165.1,28,-1,2,0.125244141,0.005157471,2.167694092,16.4498291,8.66317749,6.249053955,60.86837769,3,4,5,3,2,157.48,28,-1,6
Blue,Welterweight,0.375,0,2.75,22.5,9.375,6.5,18,0,3,1,2,0,177.8,36,-1,1,0.09375,0.134765625,2.552734375,21.10742188,14.04492188,13.84960938,101.3261719,0,7,2,3,1,185.42,33,-1,4
Red,Bantamweight,0.06463623,0.00201416,0.286682129,31.23913574,11.40789795,3.176635742,4.504882813,11,7,5,4,0,177.8,33,7,6,2.0625,0.0625,2.65625,43.96875,12.71875,2.96875,77.96875,0,6,0,3,0,170.18,27,6,3
Red,Featherweight,0.023593426,0.134338379,0.08032608,109.0204706,30.13496399,9.237434864,7.322590351,7,13,5,8,2,175.26,28,-1,6,0.2578125,0.1875,3.890625,52.890625,14.2578125,52.515625,129.8984375,1,8,0,3,0,180.34,31,8,5
Red,Welterweight,1.410766602,0.005020142,0.888549805,44.62592316,15.74547577,6.49861145,217.3645782,0,3,6,5,1,187.96,35,2,5,1.0859375,0.004882813,4.452148438,88.66601563,51.72753906,5.666015625,465.0205078,3,11,0,2,1,193.04,33,11,8
Blue,Heavyweight,0.25,0.0625,0,10.375,2.5625,5.125,32.6875,0,3,2,1,1,203.2,33,3,1,0.00982666,0,0.272521973,29.63891602,4.384643555,5.402038574,2.161621094,0,2,8,4,0,193.04,34,-1,3
Red,Welterweight,0.046875,0.390625,3.828125,26.28125,2,3.53125,180.484375,0,3,2,0,4,187.96,28,3,1,0.009765625,0,0.8515625,22.31591797,5.579101563,8.395507813,77.12597656,0,2,6,4,0,180.34,28,2,2
Red,Lightweight,0.457275391,0.040039063,2.841308594,59.20922852,7.743408203,27.94934082,192.9150391,0,4,4,6,2,190.5,30,1,2,0.130493164,0.781836987,2.531491995,58.31850505,7.666655302,5.884504795,70.05106902,2,4,6,8,3,182.88,31,4,6
Red,CatchWeight,0,1.5625,2.125,24.9375,5.4375,4.8125,174.875,0,2,1,0,2,185.42,26,2,2,3.26E-08,0.413200021,1.385766253,18.00079658,6.772673655,6.833327817,23.16451042,0,7,14,3,9,180.34,36,2,8
Blue,Lightweight,0.000976563,0.250976563,3.036132813,34.46777344,20.64160156,15.89648438,204.9033203,0,4,6,1,1,180.34,33,4,3,0.079101682,0.004185304,1.039947718,17.04767522,4.057201527,4.927732199,90.5810672,0,4,13,2,4,177.8,38,1,9
Red,Welterweight,0.6875,0,0.0625,33.375,4.625,5.875,9.5625,0,1,2,3,0,187.96,35,1,0,0,0.5625,7.53125,40.58984375,7.818359375,4.390625,220.7148438,0,4,3,1,1,182.88,31,-1,5
Red,Heavyweight,0.1875,0,0.9375,54.875,23.5625,14.46875,51.125,0,4,1,2,0,203.2,31,4,3,0.0078125,0,6.20703125,19.27441406,2.240234375,4.288085938,215.8779297,0,4,3,4,0,203.2,29,-1,3
Red,Featherweight,0.625,0.125,0.046875,60.046875,27.4375,11.734375,108.734375,0,3,1,2,1,190.5,29,3,3,1.0625,0.0078125,0.9375,16.4375,4.8203125,4.453125,24.65625,0,2,2,3,0,177.8,35,2,3
Red,WomenBantamweight,0,0.462890625,0.5234375,32.06054688,6.939453125,3.724609375,54.5703125,0,2,5,2,2,172.72,43,2,1,0,0.115722656,4.162109375,17.11816406,18.42431641,4.975097656,185.4199219,1,4,5,0,2,170.18,31,1,5
Blue,WomenFlyweight,0,0.1875,2.59375,11.8125,1.5625,1.78125,193.53125,0,2,2,1,3,160.02,25,2,0,0,1.19140625,0.82421875,27.1171875,4.859375,10.27441406,21.09472656,0,2,6,1,2,170.18,33,-2,2
Blue,WomenFlyweight,0.25,0,2.8671875,49.7265625,7.1171875,2.375,143.9375,0,2,4,2,0,170.18,36,-2,2,0.5,0.015625,4.03125,23.71875,2.03125,1.1875,459.96875,1,1,4,1,0,175.26,37,-2,2
Blue,Middleweight,0,0.15625,2.0625,61.296875,8.375,4.96875,91.234375,0,2,3,0,1,187.96,26,1,3,0.125,0.5625,1.71875,20.46875,5.03125,14.28125,141.4375,0,2,2,0,2,187.96,29,1,2
Red,Lightweight,0.125,0,0.375,17.625,10.625,2.5,50.625,0,2,2,0,0,185.42,31,2,2,0,0.328125,2,11.9375,2.8125,7.890625,32.046875,0,1,4,0,2,175.26,33,-1,1
Blue,WomenFlyweight,0,0.28125,4.25,39.921875,15.40625,11.96875,205.484375,0,3,2,0,3,162.56,32,3,2,0,0.19140625,1.12890625,28.60742188,19.18603516,18.05029297,30.79003906,1,3,7,0,0,167.64,33,-2,4
Red,Featherweight,0.515625,0.2734375,3.1640625,16.0078125,3.4296875,4.953125,60.390625,0,2,3,2,2,167.64,33,1,1,0,0,8.96875,30.03125,10.34375,4.5625,256.09375,0,3,2,0,0,162.56,30,3,4
Blue,Bantamweight,0.31640625,0,0.78515625,18.98046875,1.98046875,1.51953125,5.546875,3,6,3,4,0,165.1,28,6,2,0.06262207,0.001464844,3.336425781,15.71380615,11.27832031,8.519104004,100.142395,0,7,4,2,1,167.64,37,-1,8
Red,Bantamweight,0.1875,0.25,1.8125,37.625,13.6875,20.9375,149.75,0,5,0,2,1,177.8,28,5,2,0,0.256103516,7.029052734,76.88623047,31.64477539,15.58813477,77.22924805,0,4,3,1,3,180.34,30,4,6
Red,Welterweight,0.0625,1.138549805,0.029541016,21.05322266,2.464355469,12.84350586,55.61914063,0,4,5,1,3,185.42,30,-2,5,0.125015259,0.03918457,4.913161278,44.51269722,9.802548409,6.585764885,188.5194769,0,7,6,5,1,203.2,32,1,9
Red,Middleweight,0.5078125,0.91015625,1.97265625,48.61132813,13.86914063,1.095703125,89.63476563,0,2,4,1,5,195.58,32,2,0,0.125,0.25,8,30.25,12,10.5,121.5,0,2,2,0,0,182.88,31,2,2
Blue,Flyweight,0.0625,0.59375,2.21875,14.9375,2.3125,7.40625,190.4375,0,3,1,1,2,165.1,28,3,2,0.032226563,0.570556641,6.377746582,12.69842529,2.797119141,1.458251953,224.0628662,0,4,6,0,3,170.18,35,-1,6
Blue,Welterweight,0.54296875,0.314208984,2.279418945,14.20397949,4.395263672,6.82421875,116.4908447,0,5,3,3,4,180.34,33,3,4,0.490478516,0.3125,1.663085938,26.10644531,14.16088867,3.869140625,100.7416992,6,3,4,5,1,187.96,38,1,3
Red,Featherweight,0.140804291,3.05E-05,1.703158379,26.2491703,16.75414324,11.33315563,68.57469702,0,4,8,7,0,190.5,34,4,7,0.375,0.125,3,31.5,11.5,2.875,121.8125,0,5,1,1,1,180.34,28,-1,3
Red,WomenStrawweight,0.000610352,0.5625,2.547973633,47.05761719,13.68981934,2.08581543,155.003418,0,3,7,1,0,162.56,35,1,5,0.0078125,0.302734375,4.37890625,36.29101563,1.92578125,1.8046875,106.1503906,1,2,4,0,1,160.02,31,1,5
Blue,Middleweight,0.0703125,0.0625,5.120117188,25.35449219,10.54833984,2.552246094,313.0400391,0,5,4,1,0,195.58,30,1,7,0.34765625,0.03125,0.625,24.875,8.63671875,9.60546875,27.75,0,2,4,3,0,190.5,33,2,2
Red,Heavyweight,0.825683594,0.001953125,0.410400391,8.892089844,2.938476563,0.287353516,12.84667969,0,2,7,6,0,195.58,36,-3,0,0.264785767,0.12890625,5.543624878,31.98564148,9.112716675,7.282501221,286.1758728,1,4,7,7,0,203.2,39,1,3
Red,Featherweight,0.221679688,1.385742188,1.006103516,24.90600586,11.08935547,12.62768555,79.46484375,0,5,4,4,4,177.8,27,-1,1,0.375,0.125,0.3125,20.875,3.375,5.5625,72.875,0,4,1,2,1,170.18,22,4,1
Red,WomenFlyweight,0,0.0625,2.625,16.25,2.5625,6.9375,122.3125,0,1,3,0,1,175.26,33,1,1,0,0.3828125,1.6484375,50.234375,8.71875,19.54882813,42.18945313,0,2,6,1,1,170.18,33,-2,2
Red,Bantamweight,0,0.28515625,14.03222656,23.125,2.305664063,0.518554688,550.5927734,1,3,4,0,2,160.02,26,-1,5,0.25,0.0625,10.3125,30,7.125,3.8125,159.1875,0,3,2,1,0,175.26,27,3,2
Red,Heavyweight,0.015716553,0.574230194,4.207038879,6.978475571,6.167455673,0.908754349,89.39539719,1,4,8,5,5,203.2,37,4,2,0.512695313,0.047363281,0.758544922,44.44165039,10.15722656,7.0390625,173.6186523,0,4,6,4,2,198.12,38,-1,1
Blue,LightHeavyweight,0.002037048,1.477096558,5.514198303,28.3374176,3.995239258,0.023452759,169.1827469,1,5,5,4,5,193.04,40,5,3,0.107421875,0.752929688,0.967285156,20.43066406,9.864746094,13.48193359,54.50537109,1,3,4,5,2,193.04,31,-1,1
Blue,Lightweight,0.77734375,0.000244141,0.361206055,17.77526855,3.433837891,2.04284668,44.19909668,0,3,6,4,1,177.8,31,-2,3,0.125,0,2.25,13.125,15,2.5,69.5,0,2,1,1,0,182.88,27,2,2
Red,WomenBantamweight,0,0.921875,1.5,26.8125,3.640625,1.71875,286.171875,0,1,4,1,1,170.18,32,1,1,0.125,0,4.75,55.875,12.75,5.625,190.5,0,2,2,0,0,170.18,35,2,2
Red,WomenStrawweight,0,0.796875,6.390625,27.7265625,15.296875,17.84375,257.78125,0,3,3,0,2,157.48,34,2,3,0,0.041015625,9.15234375,21.90039063,8.048828125,4.3125,322.0917969,2,2,4,0,1,160.02,32,1,5
Red,Welterweight,0.168764059,0.015842975,0.261399886,15.92614572,4.882711198,3.933416463,5.317916618,1,8,11,10,6,185.42,37,4,7,0.187545776,0.37714386,0.042304993,23.29602814,8.924934387,4.682151794,37.72558594,4,5,9,3,4,182.88,33,-1,2
Red,Heavyweight,0.098144531,0.165039063,6.721313477,44.97393799,15.53833008,9.300323486,277.3697815,3,6,5,4,3,195.58,42,-1,4,0.008789063,1.618164063,1.955078125,4.848632813,4.413085938,0.749023438,238.6445313,0,2,4,1,6,203.2,42,2,0
Blue,Featherweight,0.40625,0,0.25,42.3125,9.09375,4.65625,2.71875,0,2,2,3,0,182.88,32,2,1,0.088394647,0.001962667,2.011848049,22.68793926,6.854798236,4.478662461,168.4812889,0,3,17,7,0,180.34,33,-1,7
Blue,Lightweight,0.875,0,0.03125,24.71875,2,13.40625,17.875,0,3,2,4,0,177.8,31,1,0,0.008331299,0.386535645,0.171173096,64.31912231,21.08126831,18.08624268,2.844482422,2,12,1,3,6,193.04,36,3,4
Red,Heavyweight,1,0,0,31.75,8.125,8.75,5.5,0,4,0,4,0,198.12,32,4,0,0.649414063,0.03515625,0.03125,6.528320313,0.948242188,1.727539063,4.181640625,1,6,2,7,1,210.82,33,6,0
Red,Bantamweight,0.25,0.03125,7.75,60.625,9.3125,16.125,85.5625,5,5,1,1,0,172.72,35,5,4,0.297851563,0.500976563,3.916992188,46.89941406,10.52246094,3.283203125,154.0224609,4,5,2,3,0,162.56,33,4,6
Red,Welterweight,0.880859375,0.05078125,1.220703125,12.20117188,2.408203125,2.181640625,43.63476563,0,2,4,4,2,193.04,30,1,0,0.245117188,0.383789063,0.029785156,35.05932617,7.325439453,31.67333984,9.314697266,0,6,3,6,3,190.5,28,-1,1
Blue,Flyweight,0.28125,0.09375,1.84375,52.71875,9.015625,2.421875,136.484375,0,3,3,0,2,177.8,26,3,2,0.064453125,0.141113281,3.755493164,16.39685059,1.594238281,0.916503906,195.1257324,0,4,5,0,3,170.18,34,-1,6
Red,Lightweight,0.15625,0.0625,1.28125,28.96875,5.53125,2.90625,101.3125,0,2,3,2,0,177.8,33,-1,1,0.125,0.1328125,0.40625,13.625,1.9921875,4.9765625,13.15625,0,3,3,0,2,182.88,30,3,3
Blue,LightHeavyweight,0.035644531,1.153320313,2.789550781,16.29199219,11.43115234,7.133300781,200.4199219,0,5,5,3,4,195.58,28,-1,0,0.5,0,0,2.625,0.125,0.875,11.5,0,3,1,3,0,208.28,27,3,0
Blue,Welterweight,0.0859375,0.628417969,4.558837891,18.40795898,7.790527344,11.6484375,228.9816895,0,4,3,2,4,180.34,33,3,4,0.00012207,0.759820363,4.55353328,26.66396974,12.59741266,0.055460576,167.611663,2,7,9,1,11,182.88,42,5,10
Blue,Lightweight,0.750122309,0.508831918,0.860120952,11.44975394,4.512894452,3.270721197,34.88267422,0,6,9,2,13,187.96,30,2,1,0.5,0.032897949,5.498352051,35.67196655,5.995117188,1.596954346,243.7309265,1,5,5,2,4,195.58,27,-1,4
Red,Lightweight,0.133850098,0,0.0390625,41.52786255,11.12701416,28.51968384,4.56652832,0,3,6,3,0,172.72,34,2,7,0.125993729,0.578201294,1.405483246,18.52118301,7.977470398,3.608123779,57.93288994,0,7,6,3,2,177.8,41,1,8
Red,Lightweight,0,0,6.21875,40.71875,20.875,15.0625,176.1875,0,3,1,0,0,177.8,31,2,5,0.039093018,1.001068115,3.345916748,15.10638428,6.625183105,3.896789551,211.5796814,0,5,5,1,5,182.88,30,1,5
Red,Welterweight,1.791992188,0,2.192382813,45.10644531,6.680175781,17.83740234,36.46337891,0,4,3,6,0,180.34,31,1,3,0.250030518,0.078369141,2.826322556,33.02539444,7.605096817,7.17152977,71.03895378,0,7,6,5,1,203.2,32,1,8
Red,Middleweight,1.180664063,0,5.793945313,72.41357422,12.51367188,15.85888672,99.21191406,2,8,3,7,0,185.42,42,8,2,2.203125,0.53125,0.078125,37.875,9.34375,14.390625,16.46875,2,7,0,3,0,203.2,30,7,4
Red,WomenStrawweight,0.000244141,0.5,2.515625,36.49902344,44.47192383,51.63598633,190.3642578,9,8,3,2,0,165.1,32,8,8,0.5,0.25,2.625,23.625,7.75,14.125,95.25,1,4,0,1,1,160.02,30,4,2
Red,Welterweight,0.1875,0.7578125,5.921875,38.2578125,25.6796875,5.515625,197.03125,0,1,5,1,0,193.04,34,-1,2,0.041137695,0.0440979,2.745758057,19.61636353,3.028778076,5.233215332,173.1366882,0,3,7,4,3,193.04,32,-1,2
Blue,LightHeavyweight,0.875,0,2.25,25.25,10,3.125,304.5,0,3,1,2,0,190.5,27,-1,1,0.0625,0,2.75,27.609375,6.890625,0.609375,61.015625,0,2,3,3,0,190.5,26,-1,1
Blue,Flyweight,0.421875,0.734375,1.921875,20.328125,4.875,0.640625,64.75,0,4,1,3,1,172.72,32,4,2,0.75050354,0.001052856,4.162879944,21.94081116,11.80619049,8.586235046,193.006485,2,6,3,5,1,165.1,35,3,9
Blue,Lightweight,0.914550781,0.080078125,0.682617188,46.41845703,5.486816406,15.89868164,80.83007813,0,4,4,6,2,190.5,30,1,1,0.047119141,0.005859375,1.141357422,34.16357422,8.208740234,10.00317383,107.0720215,0,3,4,4,1,177.8,35,2,4
Blue,WomenStrawweight,0,0,0.75,76,8.625,20.75,55.875,0,4,0,0,0,160.02,30,4,4,0,0,0.259765625,42.26367188,22.203125,10.84765625,37.97070313,1,3,5,0,0,162.56,34,3,5
Red,Lightweight,0.400634766,0.03515625,0.1484375,14.69848633,4.395263672,1.158935547,19.3828125,0,3,7,2,3,190.5,32,-3,1,0.296875,0.40625,1.8125,15.2578125,7.875,10.6953125,65.9453125,0,1,6,1,1,180.34,27,-1,0
Red,WomenFlyweight,0,0.125,3.25,17.5,2.125,8.875,136.625,0,1,2,0,1,175.26,33,1,1,0,1.5,7.5,15.625,3.375,1,248.875,0,3,1,0,3,172.72,25,3,0
Blue,LightHeavyweight,0.30078125,0.070800781,0.475830078,26.72363281,9.881835938,13.97094727,31.26977539,0,4,5,2,2,198.12,36,1,4,0.5,0,5.64440918,26.32897949,4.909301758,1.765991211,121.9515381,1,4,4,3,0,200.66,30,2,7
Blue,Lightweight,0.6640625,0.01171875,2.1796875,40.375,7.1875,5.23046875,250.5429688,0,3,3,1,1,175.26,36,1,3,6.52E-08,0.826400043,0.771532506,3.001593163,0.54534731,1.666655633,19.32902084,0,7,13,3,9,180.34,36,2,8
Red,WomenFlyweight,0.0078125,0.03125,1.2109375,46.6875,15.3984375,11.203125,6.6640625,0,3,2,0,0,172.72,31,1,6,0.25,0.390625,3.03125,22.21484375,5.95703125,15.2578125,398.3359375,4,4,2,1,2,167.64,31,1,4
Red,Middleweight,1.5,0.329101563,2.927734375,62.27539063,8.055664063,9.108398438,185.8652344,0,6,3,3,2,185.42,33,1,3,0.125,0,1.125,21.25,3.25,1.125,179.625,0,2,2,2,0,187.96,27,2,0
Red,Heavyweight,0.16796875,0.125976563,4.159179688,18.06494141,2.881347656,3,79.85253906,0,3,5,3,2,185.42,36,-1,2,0.098144531,0,1.74874115,14.15454102,5.756942749,2.05178833,69.48986816,1,6,5,10,0,200.66,35,2,3
Red,WomenFlyweight,0,0.25,4.125,24,26.5,19.125,237.875,0,3,1,0,0,175.26,30,3,3,0.5,0,1.734375,29.453125,5.234375,3.75,136.875,0,1,4,2,0,170.18,36,-2,1
Red,LightHeavyweight,0.71875,0.03125,0.84375,14.65625,7.0625,7.1875,19.40625,0,6,0,3,1,195.58,30,6,2,0.063782692,0.017183304,3.651911736,24.83931255,22.23728943,33.47912407,224.7459154,14,13,2,5,5,213.36,32,3,9
Blue,Featherweight,0.75,0.25,4,36,8,4.75,189.625,0,4,1,1,1,180.34,28,-1,2,0.140625,0.0625,1.9453125,12.484375,4.6640625,2.0625,182.875,0,4,2,2,1,177.8,28,4,3
Red,Heavyweight,0.381345749,0.001953125,0.070007324,12.57201004,7.125413895,3.373420715,9.218530655,5,9,5,10,0,195.58,35,9,5,0.015625,0,6.4140625,18.54882813,1.48046875,3.576171875,412.7558594,0,4,3,3,0,203.2,28,-1,3
